Datum,Wert,Einheit
02.09. 09:15,0.36,kW
02.09. 09:30,0.41,kW
02.09. 09:45,1.01,kW
02.09. 10:00,2.79,kW
02.09. 10:15,4.39,kW
02.09. 10:30,5.44,kW
02.09. 10:45,5.82,kW
02.09. 11:00,6.25,kW
02.09. 11:15,6.65,kW
02.09. 11:30,7.0,kW
02.09. 11:45,7.3,kW
02.09. 12:00,7.58,kW
02.09. 12:15,7.76,kW
02.09. 12:30,8.03,kW
02.09. 12:45,8.25,kW
02.09. 13:00,8.29,kW
02.09. 13:15,8.51,kW
02.09. 13:30,8.5,kW
02.09. 13:45,8.5,kW
02.09. 14:00,8.33,kW
02.09. 14:15,8.39,kW
02.09. 14:30,8.3,kW
02.09. 14:45,8.23,kW
02.09. 15:00,8.15,kW
02.09. 15:15,7.97,kW
02.09. 15:30,7.7,kW
02.09. 15:45,7.48,kW
02.09. 16:00,7.16,kW
02.09. 16:15,6.91,kW
02.09. 16:30,6.57,kW
02.09. 16:45,6.16,kW
02.09. 17:00,5.78,kW
02.09. 17:15,5.24,kW
02.09. 17:30,4.92,kW
02.09. 17:45,4.49,kW
02.09. 18:00,2.89,kW
02.09. 18:15,1.26,kW
02.09. 18:30,0.86,kW
02.09. 18:45,0.83,kW
02.09. 19:00,0.77,kW
02.09. 19:15,0.69,kW
02.09. 19:30,0.41,kW
02.09. 19:45,0.22,kW
02.09. 20:00,0.13,kW
02.09. 20:15,0.06,kW
02.09. 20:30,0.0,kW
02.09. 20:45,0.0,kW
02.09. 21:00,0.0,kW
02.09. 21:15,0.0,kW
02.09. 21:30,0.0,kW
02.09. 21:45,0.0,kW
02.09. 22:00,0.0,kW
02.09. 22:15,0.0,kW
02.09. 22:30,0.0,kW
02.09. 22:45,0.0,kW
02.09. 23:00,0.0,kW
02.09. 23:15,0.0,kW
02.09. 23:30,0.0,kW
02.09. 23:45,0.0,kW
03.09. 00:00,0.0,kW
03.09. 00:15,0.0,kW
03.09. 00:30,0.0,kW
03.09. 00:45,0.0,kW
03.09. 01:00,0.0,kW
03.09. 01:15,0.0,kW
03.09. 01:30,0.0,kW
03.09. 01:45,0.0,kW
03.09. 02:00,0.0,kW
03.09. 02:15,0.0,kW
03.09. 02:30,0.0,kW
03.09. 02:45,0.0,kW
03.09. 03:00,0.0,kW
03.09. 03:15,0.0,kW
03.09. 03:30,0.0,kW
03.09. 03:45,0.0,kW
03.09. 04:00,0.0,kW
03.09. 04:15,0.0,kW
03.09. 04:30,0.0,kW
03.09. 04:45,0.0,kW
03.09. 05:00,0.0,kW
03.09. 05:15,0.0,kW
03.09. 05:30,0.0,kW
03.09. 05:45,0.0,kW
03.09. 06:00,0.0,kW
03.09. 06:15,0.0,kW
03.09. 06:30,0.0,kW
03.09. 06:45,0.0,kW
03.09. 07:00,0.0,kW
03.09. 07:15,0.05,kW
03.09. 07:30,0.23,kW
03.09. 07:45,0.27,kW
03.09. 08:00,0.21,kW
03.09. 08:15,0.36,kW
03.09. 08:30,0.75,kW
03.09. 08:45,0.34,kW
03.09. 09:00,0.42,kW
03.09. 09:15,0.7,kW
03.09. 09:30,0.31,kW
03.09. 09:45,0.25,kW
03.09. 10:00,0.2,kW
03.09. 10:15,0.15,kW
03.09. 10:30,0.29,kW
03.09. 10:45,0.85,kW
03.09. 11:00,1.67,kW
03.09. 11:15,3.13,kW
03.09. 11:30,5.11,kW
03.09. 11:45,0.69,kW
03.09. 12:00,2.01,kW
03.09. 12:15,5.38,kW
03.09. 12:30,4.84,kW
03.09. 12:45,3.43,kW
03.09. 13:00,2.64,kW
03.09. 13:15,2.68,kW
03.09. 13:30,3.38,kW
03.09. 13:45,3.2,kW
03.09. 14:00,5.16,kW
03.09. 14:15,5.02,kW
03.09. 14:30,5.9,kW
03.09. 14:45,6.16,kW
03.09. 15:00,5.29,kW
03.09. 15:15,2.97,kW
03.09. 15:30,6.56,kW
03.09. 15:45,1.19,kW
03.09. 16:00,0.95,kW
03.09. 16:15,0.55,kW
03.09. 16:30,0.86,kW
03.09. 16:45,1.7,kW
03.09. 17:00,2.68,kW
03.09. 17:15,1.35,kW
03.09. 17:30,0.97,kW
03.09. 17:45,0.86,kW
03.09. 18:00,0.75,kW
03.09. 18:15,0.96,kW
03.09. 18:30,1.19,kW
03.09. 18:45,1.82,kW
03.09. 19:00,0.94,kW
03.09. 19:15,0.27,kW
03.09. 19:30,0.22,kW
03.09. 19:45,0.13,kW
03.09. 20:00,0.08,kW
03.09. 20:15,0.01,kW
03.09. 20:30,0.0,kW
03.09. 20:45,0.0,kW
03.09. 21:00,0.0,kW
03.09. 21:15,0.0,kW
03.09. 21:30,0.0,kW
03.09. 21:45,0.0,kW
03.09. 22:00,0.0,kW
03.09. 22:15,0.0,kW
03.09. 22:30,0.0,kW
03.09. 22:45,0.0,kW
03.09. 23:00,0.0,kW
03.09. 23:15,0.0,kW
03.09. 23:30,0.0,kW
03.09. 23:45,0.0,kW
04.09. 00:00,0.0,kW
04.09. 00:15,0.0,kW
04.09. 00:30,0.0,kW
04.09. 00:45,0.0,kW
04.09. 01:00,0.0,kW
04.09. 01:15,0.0,kW
04.09. 01:30,0.0,kW
04.09. 01:45,0.0,kW
04.09. 02:00,0.0,kW
04.09. 02:15,0.0,kW
04.09. 02:30,0.0,kW
04.09. 02:45,0.0,kW
04.09. 03:00,0.0,kW
04.09. 03:15,0.0,kW
04.09. 03:30,0.0,kW
04.09. 03:45,0.0,kW
04.09. 04:00,0.0,kW
04.09. 04:15,0.0,kW
04.09. 04:30,0.0,kW
04.09. 04:45,0.0,kW
04.09. 05:00,0.0,kW
04.09. 05:15,0.0,kW
04.09. 05:30,0.0,kW
04.09. 05:45,0.0,kW
04.09. 06:00,0.0,kW
04.09. 06:15,0.0,kW
04.09. 06:30,0.0,kW
04.09. 06:45,0.0,kW
04.09. 07:00,0.0,kW
04.09. 07:15,0.0,kW
04.09. 07:30,0.1,kW
04.09. 07:45,0.15,kW
04.09. 08:00,0.22,kW
04.09. 08:15,0.28,kW
04.09. 08:30,0.34,kW
04.09. 08:45,0.37,kW
04.09. 09:00,0.42,kW
04.09. 09:15,0.44,kW
04.09. 09:30,0.5,kW
04.09. 09:45,0.84,kW
04.09. 10:00,2.67,kW
04.09. 10:15,4.15,kW
04.09. 10:30,5.57,kW
04.09. 10:45,4.68,kW
04.09. 11:00,6.19,kW
04.09. 11:15,6.55,kW
04.09. 11:30,5.93,kW
04.09. 11:45,6.79,kW
04.09. 12:00,7.22,kW
04.09. 12:15,7.59,kW
04.09. 12:30,7.92,kW
04.09. 12:45,8.19,kW
04.09. 13:00,8.68,kW
04.09. 13:15,9.21,kW
04.09. 13:30,6.16,kW
04.09. 13:45,6.17,kW
04.09. 14:00,8.55,kW
04.09. 14:15,8.53,kW
04.09. 14:30,8.22,kW
04.09. 14:45,8.07,kW
04.09. 15:00,7.84,kW
04.09. 15:15,7.75,kW
04.09. 15:30,7.49,kW
04.09. 15:45,7.19,kW
04.09. 16:00,6.96,kW
04.09. 16:15,6.69,kW
04.09. 16:30,6.35,kW
04.09. 16:45,5.98,kW
04.09. 17:00,5.55,kW
04.09. 17:15,5.14,kW
04.09. 17:30,4.59,kW
04.09. 17:45,4.19,kW
04.09. 18:00,3.25,kW
04.09. 18:15,0.94,kW
04.09. 18:30,0.57,kW
04.09. 18:45,0.48,kW
04.09. 19:00,0.39,kW
04.09. 19:15,0.26,kW
04.09. 19:30,0.18,kW
04.09. 19:45,0.1,kW
04.09. 20:00,0.04,kW
04.09. 20:15,0.0,kW
04.09. 20:30,0.0,kW
04.09. 20:45,0.0,kW
04.09. 21:00,0.0,kW
04.09. 21:15,0.0,kW
04.09. 21:30,0.0,kW
04.09. 21:45,0.0,kW
04.09. 22:00,0.0,kW
04.09. 22:15,0.0,kW
04.09. 22:30,0.0,kW
04.09. 22:45,0.0,kW
04.09. 23:00,0.0,kW
04.09. 23:15,0.0,kW
04.09. 23:30,0.0,kW
04.09. 23:45,0.0,kW
05.09. 00:00,0.0,kW
05.09. 00:15,0.0,kW
05.09. 00:30,0.0,kW
05.09. 00:45,0.0,kW
05.09. 01:00,0.0,kW
05.09. 01:15,0.0,kW
05.09. 01:30,0.0,kW
05.09. 01:45,0.0,kW
05.09. 02:00,0.0,kW
05.09. 02:15,0.0,kW
05.09. 02:30,0.0,kW
05.09. 02:45,0.0,kW
05.09. 03:00,0.0,kW
05.09. 03:15,0.0,kW
05.09. 03:30,0.0,kW
05.09. 03:45,0.0,kW
05.09. 04:00,0.0,kW
05.09. 04:15,0.0,kW
05.09. 04:30,0.0,kW
05.09. 04:45,0.0,kW
05.09. 05:00,0.0,kW
05.09. 05:15,0.0,kW
05.09. 05:30,0.0,kW
05.09. 05:45,0.0,kW
05.09. 06:00,0.0,kW
05.09. 06:15,0.0,kW
05.09. 06:30,0.0,kW
05.09. 06:45,0.0,kW
05.09. 07:00,0.0,kW
05.09. 07:15,0.07,kW
05.09. 07:30,0.11,kW
05.09. 07:45,0.22,kW
05.09. 08:00,0.44,kW
05.09. 08:15,0.75,kW
05.09. 08:30,0.78,kW
05.09. 08:45,0.47,kW
05.09. 09:00,0.38,kW
05.09. 09:15,0.36,kW
05.09. 09:30,0.2,kW
05.09. 09:45,0.65,kW
05.09. 10:00,0.84,kW
05.09. 10:15,1.01,kW
05.09. 10:30,1.35,kW
05.09. 10:45,4.84,kW
05.09. 11:00,5.85,kW
05.09. 11:15,6.14,kW
05.09. 11:30,6.49,kW
05.09. 11:45,6.92,kW
05.09. 12:00,7.13,kW
05.09. 12:15,7.38,kW
05.09. 12:30,7.59,kW
05.09. 12:45,7.73,kW
05.09. 13:00,7.88,kW
05.09. 13:15,7.98,kW
05.09. 13:30,8.01,kW
05.09. 13:45,8.03,kW
05.09. 14:00,8.07,kW
05.09. 14:15,8.01,kW
05.09. 14:30,7.92,kW
05.09. 14:45,7.85,kW
05.09. 15:00,7.69,kW
05.09. 15:15,7.49,kW
05.09. 15:30,7.34,kW
05.09. 15:45,7.2,kW
05.09. 16:00,6.95,kW
05.09. 16:15,6.59,kW
05.09. 16:30,6.2,kW
05.09. 16:45,5.88,kW
05.09. 17:00,4.47,kW
05.09. 17:15,4.75,kW
05.09. 17:30,4.58,kW
05.09. 17:45,4.04,kW
05.09. 18:00,3.05,kW
05.09. 18:15,0.77,kW
05.09. 18:30,0.43,kW
05.09. 18:45,0.44,kW
05.09. 19:00,0.46,kW
05.09. 19:15,0.49,kW
05.09. 19:30,0.4,kW
05.09. 19:45,0.13,kW
05.09. 20:00,0.03,kW
05.09. 20:15,0.0,kW
05.09. 20:30,0.0,kW
05.09. 20:45,0.0,kW
05.09. 21:00,0.0,kW
05.09. 21:15,0.0,kW
05.09. 21:30,0.0,kW
05.09. 21:45,0.0,kW
05.09. 22:00,0.0,kW
05.09. 22:15,0.0,kW
05.09. 22:30,0.0,kW
05.09. 22:45,0.0,kW
05.09. 23:00,0.0,kW
05.09. 23:15,0.0,kW
05.09. 23:30,0.0,kW
05.09. 23:45,0.0,kW
06.09. 00:00,0.0,kW
06.09. 00:15,0.0,kW
06.09. 00:30,0.0,kW
06.09. 00:45,0.0,kW
06.09. 01:00,0.0,kW
06.09. 01:15,0.0,kW
06.09. 01:30,0.0,kW
06.09. 01:45,0.0,kW
06.09. 02:00,0.0,kW
06.09. 02:15,0.0,kW
06.09. 02:30,0.0,kW
06.09. 02:45,0.0,kW
06.09. 03:00,0.0,kW
06.09. 03:15,0.0,kW
06.09. 03:30,0.0,kW
06.09. 03:45,0.0,kW
06.09. 04:00,0.0,kW
06.09. 04:15,0.0,kW
06.09. 04:30,0.0,kW
06.09. 04:45,0.0,kW
06.09. 05:00,0.0,kW
06.09. 05:15,0.0,kW
06.09. 05:30,0.0,kW
06.09. 05:45,0.0,kW
06.09. 06:00,0.0,kW
06.09. 06:15,0.0,kW
06.09. 06:30,0.0,kW
06.09. 06:45,0.0,kW
06.09. 07:00,0.0,kW
06.09. 07:15,0.01,kW
06.09. 07:30,0.11,kW
06.09. 07:45,0.27,kW
06.09. 08:00,0.41,kW
06.09. 08:15,0.49,kW
06.09. 08:30,0.72,kW
06.09. 08:45,0.77,kW
06.09. 09:00,1.24,kW
06.09. 09:15,1.45,kW
06.09. 09:30,1.48,kW
06.09. 09:45,1.67,kW
06.09. 10:00,1.35,kW
06.09. 10:15,3.43,kW
06.09. 10:30,4.6,kW
06.09. 10:45,5.58,kW
06.09. 11:00,5.66,kW
06.09. 11:15,6.06,kW
06.09. 11:30,6.44,kW
06.09. 11:45,6.53,kW
06.09. 12:00,5.57,kW
06.09. 12:15,6.48,kW
06.09. 12:30,4.26,kW
06.09. 12:45,6.99,kW
06.09. 13:00,7.37,kW
06.09. 13:15,7.65,kW
06.09. 13:30,7.62,kW
06.09. 13:45,7.22,kW
06.09. 14:00,7.67,kW
06.09. 14:15,7.92,kW
06.09. 14:30,7.96,kW
06.09. 14:45,7.86,kW
06.09. 15:00,7.61,kW
06.09. 15:15,7.36,kW
06.09. 15:30,7.26,kW
06.09. 15:45,5.5,kW
06.09. 16:00,6.94,kW
06.09. 16:15,6.47,kW
06.09. 16:30,6.12,kW
06.09. 16:45,5.55,kW
06.09. 17:00,5.45,kW
06.09. 17:15,5.03,kW
06.09. 17:30,4.2,kW
06.09. 17:45,3.69,kW
06.09. 18:00,2.28,kW
06.09. 18:15,0.78,kW
06.09. 18:30,0.54,kW
06.09. 18:45,0.48,kW
06.09. 19:00,0.37,kW
06.09. 19:15,0.25,kW
06.09. 19:30,0.19,kW
06.09. 19:45,0.09,kW
06.09. 20:00,0.01,kW
06.09. 20:15,0.0,kW
06.09. 20:30,0.0,kW
06.09. 20:45,0.0,kW
06.09. 21:00,0.0,kW
06.09. 21:15,0.0,kW
06.09. 21:30,0.0,kW
06.09. 21:45,0.0,kW
06.09. 22:00,0.0,kW
06.09. 22:15,0.0,kW
06.09. 22:30,0.0,kW
06.09. 22:45,0.0,kW
06.09. 23:00,0.0,kW
06.09. 23:15,0.0,kW
06.09. 23:30,0.0,kW
06.09. 23:45,0.0,kW
07.09. 00:00,0.0,kW
07.09. 00:15,0.0,kW
07.09. 00:30,0.0,kW
07.09. 00:45,0.0,kW
07.09. 01:00,0.0,kW
07.09. 01:15,0.0,kW
07.09. 01:30,0.0,kW
07.09. 01:45,0.0,kW
07.09. 02:00,0.0,kW
07.09. 02:15,0.0,kW
07.09. 02:30,0.0,kW
07.09. 02:45,0.0,kW
07.09. 03:00,0.0,kW
07.09. 03:15,0.0,kW
07.09. 03:30,0.0,kW
07.09. 03:45,0.0,kW
07.09. 04:00,0.0,kW
07.09. 04:15,0.0,kW
07.09. 04:30,0.0,kW
07.09. 04:45,0.0,kW
07.09. 05:00,0.0,kW
07.09. 05:15,0.0,kW
07.09. 05:30,0.0,kW
07.09. 05:45,0.0,kW
07.09. 06:00,0.0,kW
07.09. 06:15,0.0,kW
07.09. 06:30,0.0,kW
07.09. 06:45,0.0,kW
07.09. 07:00,0.0,kW
07.09. 07:15,0.0,kW
07.09. 07:30,0.05,kW
07.09. 07:45,0.13,kW
07.09. 08:00,0.2,kW
07.09. 08:15,0.27,kW
07.09. 08:30,0.32,kW
07.09. 08:45,0.48,kW
07.09. 09:00,0.56,kW
07.09. 09:15,0.43,kW
07.09. 09:30,0.45,kW
07.09. 09:45,0.68,kW
07.09. 10:00,2.42,kW
07.09. 10:15,4.13,kW
07.09. 10:30,4.94,kW
07.09. 10:45,5.44,kW
07.09. 11:00,5.84,kW
07.09. 11:15,6.33,kW
07.09. 11:30,6.29,kW
07.09. 11:45,6.88,kW
07.09. 12:00,7.37,kW
07.09. 12:15,7.15,kW
07.09. 12:30,7.48,kW
07.09. 12:45,8.04,kW
07.09. 13:00,8.08,kW
07.09. 13:15,8.36,kW
07.09. 13:30,7.84,kW
07.09. 13:45,8.21,kW
07.09. 14:00,6.22,kW
07.09. 14:15,6.53,kW
07.09. 14:30,4.45,kW
07.09. 14:45,5.94,kW
07.09. 15:00,6.13,kW
07.09. 15:15,7.07,kW
07.09. 15:30,5.07,kW
07.09. 15:45,5.93,kW
07.09. 16:00,2.7,kW
07.09. 16:15,1.44,kW
07.09. 16:30,4.56,kW
07.09. 16:45,2.75,kW
07.09. 17:00,3.25,kW
07.09. 17:15,2.78,kW
07.09. 17:30,3.61,kW
07.09. 17:45,1.0,kW
07.09. 18:00,0.48,kW
07.09. 18:15,0.26,kW
07.09. 18:30,0.11,kW
07.09. 18:45,0.19,kW
07.09. 19:00,0.21,kW
07.09. 19:15,0.19,kW
07.09. 19:30,0.26,kW
07.09. 19:45,0.07,kW
07.09. 20:00,0.0,kW
07.09. 20:15,0.0,kW
07.09. 20:30,0.0,kW
07.09. 20:45,0.0,kW
07.09. 21:00,0.0,kW
07.09. 21:15,0.0,kW
07.09. 21:30,0.0,kW
07.09. 21:45,0.0,kW
07.09. 22:00,0.0,kW
07.09. 22:15,0.0,kW
07.09. 22:30,0.0,kW
07.09. 22:45,0.0,kW
07.09. 23:00,0.0,kW
07.09. 23:15,0.0,kW
07.09. 23:30,0.0,kW
07.09. 23:45,0.0,kW
08.09. 00:00,0.0,kW
08.09. 00:15,0.0,kW
08.09. 00:30,0.0,kW
08.09. 00:45,0.0,kW
08.09. 01:00,0.0,kW
08.09. 01:15,0.0,kW
08.09. 01:30,0.0,kW
08.09. 01:45,0.0,kW
08.09. 02:00,0.0,kW
08.09. 02:15,0.0,kW
08.09. 02:30,0.0,kW
08.09. 02:45,0.0,kW
08.09. 03:00,0.0,kW
08.09. 03:15,0.0,kW
08.09. 03:30,0.0,kW
08.09. 03:45,0.0,kW
08.09. 04:00,0.0,kW
08.09. 04:15,0.0,kW
08.09. 04:30,0.0,kW
08.09. 04:45,0.0,kW
08.09. 05:00,0.0,kW
08.09. 05:15,0.0,kW
08.09. 05:30,0.0,kW
08.09. 05:45,0.0,kW
08.09. 06:00,0.0,kW
08.09. 06:15,0.0,kW
08.09. 06:30,0.0,kW
08.09. 06:45,0.0,kW
08.09. 07:00,0.0,kW
08.09. 07:15,0.0,kW
08.09. 07:30,0.0,kW
08.09. 07:45,0.0,kW
08.09. 08:00,0.02,kW
08.09. 08:15,0.14,kW
08.09. 08:30,0.28,kW
08.09. 08:45,0.3,kW
08.09. 09:00,0.3,kW
08.09. 09:15,0.25,kW
08.09. 09:30,0.4,kW
08.09. 09:45,0.65,kW
08.09. 10:00,0.48,kW
08.09. 10:15,0.7,kW
08.09. 10:30,1.51,kW
08.09. 10:45,1.71,kW
08.09. 11:00,1.81,kW
08.09. 11:15,2.35,kW
08.09. 11:30,2.07,kW
08.09. 11:45,2.87,kW
08.09. 12:00,2.11,kW
08.09. 12:15,2.59,kW
08.09. 12:30,2.67,kW
08.09. 12:45,2.05,kW
08.09. 13:00,4.37,kW
08.09. 13:15,2.56,kW
08.09. 13:30,4.08,kW
08.09. 13:45,9.21,kW
08.09. 14:00,2.99,kW
08.09. 14:15,2.37,kW
08.09. 14:30,3.29,kW
08.09. 14:45,4.95,kW
08.09. 15:00,3.64,kW
08.09. 15:15,5.0,kW
08.09. 15:30,6.17,kW
08.09. 15:45,3.89,kW
08.09. 16:00,5.45,kW
08.09. 16:15,6.9,kW
08.09. 16:30,3.01,kW
08.09. 16:45,1.73,kW
08.09. 17:00,1.18,kW
08.09. 17:15,1.21,kW
08.09. 17:30,1.1,kW
08.09. 17:45,0.78,kW
08.09. 18:00,0.78,kW
08.09. 18:15,0.41,kW
08.09. 18:30,0.34,kW
08.09. 18:45,0.12,kW
08.09. 19:00,0.19,kW
08.09. 19:15,0.38,kW
08.09. 19:30,0.12,kW
08.09. 19:45,0.04,kW
08.09. 20:00,0.01,kW
08.09. 20:15,0.0,kW
08.09. 20:30,0.0,kW
08.09. 20:45,0.0,kW
08.09. 21:00,0.0,kW
08.09. 21:15,0.0,kW
08.09. 21:30,0.0,kW
08.09. 21:45,0.0,kW
08.09. 22:00,0.0,kW
08.09. 22:15,0.0,kW
08.09. 22:30,0.0,kW
08.09. 22:45,0.0,kW
08.09. 23:00,0.0,kW
08.09. 23:15,0.0,kW
08.09. 23:30,0.0,kW
08.09. 23:45,0.0,kW
09.09. 00:00,0.0,kW
09.09. 00:15,0.0,kW
09.09. 00:30,0.0,kW
09.09. 00:45,0.0,kW
09.09. 01:00,0.0,kW
09.09. 01:15,0.0,kW
09.09. 01:30,0.0,kW
09.09. 01:45,0.0,kW
09.09. 02:00,0.0,kW
09.09. 02:15,0.0,kW
09.09. 02:30,0.0,kW
09.09. 02:45,0.0,kW
09.09. 03:00,0.0,kW
09.09. 03:15,0.0,kW
09.09. 03:30,0.0,kW
09.09. 03:45,0.0,kW
09.09. 04:00,0.0,kW
09.09. 04:15,0.0,kW
09.09. 04:30,0.0,kW
09.09. 04:45,0.0,kW
09.09. 05:00,0.0,kW
09.09. 05:15,0.0,kW
09.09. 05:30,0.0,kW
09.09. 05:45,0.0,kW
09.09. 06:00,0.0,kW
09.09. 06:15,0.0,kW
09.09. 06:30,0.0,kW
09.09. 06:45,0.0,kW
09.09. 07:00,0.0,kW
09.09. 07:15,0.0,kW
09.09. 07:30,0.0,kW
09.09. 07:45,0.08,kW
09.09. 08:00,0.27,kW
09.09. 08:15,0.7,kW
09.09. 08:30,0.58,kW
09.09. 08:45,0.65,kW
09.09. 09:00,0.8,kW
09.09. 09:15,0.86,kW
09.09. 09:30,1.35,kW
09.09. 09:45,0.74,kW
09.09. 10:00,1.78,kW
09.09. 10:15,3.24,kW
09.09. 10:30,1.64,kW
09.09. 10:45,2.95,kW
09.09. 11:00,3.65,kW
09.09. 11:15,3.63,kW
09.09. 11:30,5.95,kW
09.09. 11:45,5.07,kW
09.09. 12:00,6.92,kW
09.09. 12:15,7.67,kW
09.09. 12:30,8.23,kW
09.09. 12:45,8.77,kW
09.09. 13:00,7.24,kW
09.09. 13:15,5.39,kW
09.09. 13:30,8.34,kW
09.09. 13:45,7.49,kW
09.09. 14:00,5.26,kW
09.09. 14:15,9.67,kW
09.09. 14:30,3.5,kW
09.09. 14:45,1.19,kW
09.09. 15:00,1.33,kW
09.09. 15:15,1.7,kW
09.09. 15:30,2.17,kW
09.09. 15:45,6.93,kW
09.09. 16:00,6.33,kW
09.09. 16:15,0.56,kW
09.09. 16:30,4.62,kW
09.09. 16:45,5.34,kW
09.09. 17:00,2.24,kW
09.09. 17:15,0.81,kW
09.09. 17:30,2.7,kW
09.09. 17:45,4.78,kW
09.09. 18:00,2.74,kW
09.09. 18:15,0.5,kW
09.09. 18:30,0.16,kW
09.09. 18:45,0.09,kW
09.09. 19:00,0.04,kW
09.09. 19:15,0.32,kW
09.09. 19:30,0.23,kW
09.09. 19:45,0.04,kW
09.09. 20:00,0.01,kW
09.09. 20:15,0.0,kW
09.09. 20:30,0.0,kW
09.09. 20:45,0.0,kW
09.09. 21:00,0.0,kW
09.09. 21:15,0.0,kW
09.09. 21:30,0.0,kW
09.09. 21:45,0.0,kW
09.09. 22:00,0.0,kW
09.09. 22:15,0.0,kW
09.09. 22:30,0.0,kW
09.09. 22:45,0.0,kW
09.09. 23:00,0.0,kW
09.09. 23:15,0.0,kW
09.09. 23:30,0.0,kW
09.09. 23:45,0.0,kW
10.09. 00:00,0.0,kW
10.09. 00:15,0.0,kW
10.09. 00:30,0.0,kW
10.09. 00:45,0.0,kW
10.09. 01:00,0.0,kW
10.09. 01:15,0.0,kW
10.09. 01:30,0.0,kW
10.09. 01:45,0.0,kW
10.09. 02:00,0.0,kW
10.09. 02:15,0.0,kW
10.09. 02:30,0.0,kW
10.09. 02:45,0.0,kW
10.09. 03:00,0.0,kW
10.09. 03:15,0.0,kW
10.09. 03:30,0.0,kW
10.09. 03:45,0.0,kW
10.09. 04:00,0.0,kW
10.09. 04:15,0.0,kW
10.09. 04:30,0.0,kW
10.09. 04:45,0.0,kW
10.09. 05:00,0.0,kW
10.09. 05:15,0.0,kW
10.09. 05:30,0.0,kW
10.09. 05:45,0.0,kW
10.09. 06:00,0.0,kW
10.09. 06:15,0.0,kW
10.09. 06:30,0.0,kW
10.09. 06:45,0.0,kW
10.09. 07:00,0.0,kW
10.09. 07:15,0.0,kW
10.09. 07:30,0.0,kW
10.09. 07:45,0.08,kW
10.09. 08:00,0.25,kW
10.09. 08:15,0.36,kW
10.09. 08:30,0.3,kW
10.09. 08:45,0.28,kW
10.09. 09:00,0.41,kW
10.09. 09:15,0.61,kW
10.09. 09:30,1.4,kW
10.09. 09:45,1.7,kW
10.09. 10:00,1.59,kW
10.09. 10:15,1.44,kW
10.09. 10:30,1.94,kW
10.09. 10:45,2.67,kW
10.09. 11:00,2.76,kW
10.09. 11:15,5.73,kW
10.09. 11:30,2.88,kW
10.09. 11:45,3.01,kW
10.09. 12:00,3.18,kW
10.09. 12:15,1.84,kW
10.09. 12:30,3.12,kW
10.09. 12:45,2.8,kW
10.09. 13:00,3.76,kW
10.09. 13:15,2.1,kW
10.09. 13:30,3.98,kW
10.09. 13:45,2.6,kW
10.09. 14:00,3.27,kW
10.09. 14:15,5.56,kW
10.09. 14:30,1.86,kW
10.09. 14:45,2.02,kW
10.09. 15:00,3.84,kW
10.09. 15:15,3.95,kW
10.09. 15:30,1.99,kW
10.09. 15:45,0.98,kW
10.09. 16:00,1.82,kW
10.09. 16:15,1.72,kW
10.09. 16:30,3.69,kW
10.09. 16:45,4.03,kW
10.09. 17:00,2.93,kW
10.09. 17:15,2.01,kW
10.09. 17:30,1.68,kW
10.09. 17:45,1.58,kW
10.09. 18:00,1.59,kW
10.09. 18:15,0.79,kW
10.09. 18:30,0.67,kW
10.09. 18:45,0.34,kW
10.09. 19:00,0.13,kW
10.09. 19:15,0.08,kW
10.09. 19:30,0.09,kW
10.09. 19:45,0.04,kW
10.09. 20:00,0.0,kW
10.09. 20:15,0.0,kW
10.09. 20:30,0.0,kW
10.09. 20:45,0.0,kW
10.09. 21:00,0.0,kW
10.09. 21:15,0.0,kW
10.09. 21:30,0.0,kW
10.09. 21:45,0.0,kW
10.09. 22:00,0.0,kW
10.09. 22:15,0.0,kW
10.09. 22:30,0.0,kW
10.09. 22:45,0.0,kW
10.09. 23:00,0.0,kW
10.09. 23:15,0.0,kW
10.09. 23:30,0.0,kW
10.09. 23:45,0.0,kW
11.09. 00:00,0.0,kW
11.09. 00:15,0.0,kW
11.09. 00:30,0.0,kW
11.09. 00:45,0.0,kW
11.09. 01:00,0.0,kW
11.09. 01:15,0.0,kW
11.09. 01:30,0.0,kW
11.09. 01:45,0.0,kW
11.09. 02:00,0.0,kW
11.09. 02:15,0.0,kW
11.09. 02:30,0.0,kW
11.09. 02:45,0.0,kW
11.09. 03:00,0.0,kW
11.09. 03:15,0.0,kW
11.09. 03:30,0.0,kW
11.09. 03:45,0.0,kW
11.09. 04:00,0.0,kW
11.09. 04:15,0.0,kW
11.09. 04:30,0.0,kW
11.09. 04:45,0.0,kW
11.09. 05:00,0.0,kW
11.09. 05:15,0.0,kW
11.09. 05:30,0.0,kW
11.09. 05:45,0.0,kW
11.09. 06:00,0.0,kW
11.09. 06:15,0.0,kW
11.09. 06:30,0.0,kW
11.09. 06:45,0.0,kW
11.09. 07:00,0.0,kW
11.09. 07:15,0.0,kW
11.09. 07:30,0.0,kW
11.09. 07:45,0.09,kW
11.09. 08:00,0.24,kW
11.09. 08:15,0.27,kW
11.09. 08:30,0.28,kW
11.09. 08:45,0.5,kW
11.09. 09:00,0.72,kW
11.09. 09:15,1.5,kW
11.09. 09:30,1.27,kW
11.09. 09:45,1.2,kW
11.09. 10:00,1.45,kW
11.09. 10:15,2.28,kW
11.09. 10:30,3.67,kW
11.09. 10:45,2.78,kW
11.09. 11:00,3.71,kW
11.09. 11:15,3.9,kW
11.09. 11:30,5.35,kW
